Title,Ease_Score,Download_Count,Index
Romances of the old town of Edinburgh,63.2,68,69051
"The netherworld of Mendip : $b explorations in the great caverns of Somerset, Yorkshire, Derbyshire, and elsewhere",64.5,60,53063
Buddhist Psalms translated from the Japanese of Shinran Shonin,62.4,105,7015
The Wars Between England and America,42.9,83,21276
"The Boy Pilot of the Lakes; Or, Nat Morton's Perils",92.6,75,33282
Heart of the Blue Ridge,81.8,70,28454
"A Treatise on Wood Engraving, Historical and Practical",61,280,42719
Nature and Art,59.6,109,3787
The End of the Middle Ages: Essays and Questions in History,65.6,92,53475
Observations on Coroners,63.6,62,58104
"Eve's Diary, Complete",85,1654,8525
The River Boss,81.3,65,66494
A Day with Browning,73.9,69,40440
"Evangeline
with Notes and Plan of Study",78.3,77,15390
The Use and Need of the Life of Carry A. Nation,79.8,96,1485
Revolutionist's Handbook and Pocket Companion,44.3,142,26108
"The Trial of Reuben Crandall, M.D.
Charged with Publishing and Circulating Seditious and Incendiary Papers, &c. in the District of Columbia, with the Intent of Exciting Servile Insurrection. Carefully Reported, and Compiled from the Written Statements of the Court and the Counsel.",61.9,61,28197
"The Cholera Gazette, Vol. I. No. 5. Wednesday, August 8th, 1832.",58.9,55,52859
Women for votes,84.5,68,69755
The Boy With the U. S. Life-Savers,80.7,98,31259
The Last Rose of Summer,82.2,102,40016
"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 16",61,66,71327
"Birds, Illustrated by Color Photography, Vol. 1, No. 5
May, 1897",72.9,576,25983
"Astounding Stories, February, 1931",82,163,30124
Selections from the Principles of Philosophy,40.2,326,4391
Tales from Westminster Abbey Told to Children,79.1,55,65748
"Narrative of the Battle of Cowan's Ford, February 1st, 1781
and Narrative of the Battle of Kings Mountain",64.4,74,50137
At Bay,80.4,53,49714
"McClure's Magazine, Vol. 1, No. 1",69.9,65,36745
Medal of Honor,85.9,86,27393
"Punch, or the London Charivari, Volume 93, December 31, 1887",69.6,160,40599
"The Prince and the Pauper, Part 8.",73.2,91,7161
"King Diderik and the fight between the Lion and Dragon, and Other Ballads",82.4,77,26802
"Second to None: A Military Romance, Volume 3 (of 3)",71.5,35,66414
"Chin-Chin; Or, The Chinaman at Home",67.6,63,58371
"The Voice of the Machines
An Introduction to the Twentieth Century",75,135,20361
The leading lady,81.5,84,69322
"Chambers's Edinburgh Journal, No. 442
Volume 17, New Series, June 19, 1852",61.8,389,20792
Oxford,66.8,90,45290
"A Museum for Young Gentlemen and Ladies
Or, a Private Tutor for Little Masters and Misses",64,95,20301
"""Browne's Folly""
(From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")",57.2,290,9253
"Punchinello, Volume 1, No. 25, September 17, 1870",71.4,101,10033
Sundry Accounts,76.8,131,27439
The Author of Beltraffio,76.2,165,3145
Memories of Lincoln,68.6,108,60505
Some Turns of Thought in Modern Philosophy: Five Essays,41.7,139,16712
Gaspar Ruiz,80.1,141,8736
The Hole Book,77,71,67144
"A Lover's Diary, Volume 1.",78.9,128,6272
Eating in Two or Three Languages,60.6,69,18526
The Upper Berth; By the Waters of Paradise,79.2,281,22246
"The Modern Scottish Minstrel, Volumes 1-6.
The Songs of Scotland of the Past Half Century",73.9,186,22515
The Details of the Rocket System,53.5,75,57791
Over the Rocky Mountains to Alaska,63.8,95,22871
Tinman,85.2,57,48989
"Stories by American Authors, Volume 9",76.3,51,31194
The long trail: A story of African adventure,80.8,76,68440
Juggernaut: A Veiled Record,81.7,75,39922
History of the Fylde of Lancashire,60.4,166,65919
"A History of Modern Europe, 1792-1878",53.1,124,6589
Grettir the Outlaw: A Story of Iceland,74,149,48622
The Dog's Book of Verse,83,276,19226
"Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910
The New York Tunnel Extension of the Pennsylvania Railroad.
Paper No. 1150",53,77,18229
Mozart,63.1,128,69304
Z,82.8,80,59515
The Girls from Fieu Dayol,74.2,66,61048
"The Kangaroo Hunters; Or, Adventures in the Bush",74.2,80,43465
Barren Ground,80.1,56,66191
The Human Aura: Astral Colors and Thought Forms,56.7,364,22739
The Fair Rewards,86,51,60885
Our Own Set: A Novel,67.5,64,35673
"Punch, or the London Charivari, Volume 153, October 3, 1917",72,47,10711
Six Little Ducklings,90.4,63,48350
Class of '29,88.1,85,17061
Rose of Old Harpeth,73.1,91,15195
Double Trouble,84.1,94,63442
The Black Phantom,75.2,95,24522
History of Friedrich II of Prussia — Volume 06,63.8,83,2106
On harelip and cleft palate,46.7,57,70665
"Elissa; Or, The Doom of Zimbabwe",82.3,126,2855
"Transactions of the American Society of Civil Engineers, vol. LXXII, June, 1911
Water Purification Plant, Washington, D. C. Results of Operation.",84.2,76,27632
"Punch, or the London Charivari, Vol. 108, June 8, 1895",74.8,38,40990
"Harper's New Monthly Magazine, Vol IV. No. XX. January, 1852.",66.9,105,38952
"Familiar dialogues : $b for the instruction of them, that be desirous to learne to speake English, and perfectlye to pronounce the same",90.1,308,63292
The Life of Napoleon I (Volume 1 of 2),54,85,14289
"Angels of the Battlefield
A History of the Labors of the Catholic Sisterhoods in the Late Civil War",68.4,145,57933
A Nurse's Life in War and Peace,65.9,52,52250
Outside Saturn,86.4,93,71815
The influence of the stars : $b a book of old world lore,63,185,42889
Suffrage Songs and Verses,79.5,107,56931
The Mysteries of Udolpho,59.4,1612,3268
The Spider Web: The Romance of a Flying-Boat War Flight,77.7,50,50339
"The Catholic World, Vol. 06, October, 1867 to March, 1868.",64.8,77,55841
"The Myth of Hiawatha, and Other Oral Legends, Mythologic and Allegoric, of the North American Indians",77.3,150,21620
The Cholera: the claims of the poor upon the rich,60.5,44,67045
Happy Hearts,88.5,77,38564
"The Story of Little Black Sambo, and The Story of Little Black Mingo",85.8,969,1330
Andersonville: A Story of Rebel Military Prisons — Volume 3,62.6,82,4259
"Ladies' manual of art; or, profit and pastime.
A self teacher in all branches of decorative art, embracing every variety of painting and drawing on china, glass, velvet, canvas, paper and wood the secret of all glass transparencies, sketching from nature. pastel and crayon drawing, taxidermy, etc.",64.4,96,57612
William Gibson Interviewed,75.6,95,235
"Ivory, Apes and Peacocks",59.5,132,31017
Colonel Henry Ludington: A Memoir,60.4,216,58125
"Records of the Fossil Mammal Sinclairella, Family Apatemyidae, From the Chadronian and Orellan",57.3,62,30297
Little Miss Dorothy: The Story of the Wonderful Adventures of Two Little People,89.6,39,66119
A Life's Secret: A Novel,83,79,38832
One Out of Ten,87.3,46,28933
The Manufacture of Chocolate and other Cacao Preparations,57.9,108,55584
The Fairy-Faith in Celtic Countries,62.9,1017,34853
Kari the elephant,86.1,185,24460
"The prophete Ionas with an introduccion
before teachinge to vnderstonde him and the right vse also of all the scripture/ and why it was written/ and what is therin to be sought/ and shewenge wherewith the scripture is locked vpp that he which readeth it/ can not vnderstonde it/ though he studie therin neuer so moch: and agayne with what keyes it is so opened/ that the reader can be stopped out with no sotilte or false doctrine of man/ from the true sense and vnderstondynge therof.",69.1,84,24890
I'll dream of you,85.9,79,71629
The Art of Interior Decoration,55.7,171,14298
Warren Commission (11 of 26): Hearings Vol. XI (of 15),81.1,113,44011
A Cumberland Vendetta,87.9,64,3022
Great Porter Square: A Mystery. v. 1,81.4,84,42905
Widger's Quotations from Project Gutenberg Edition of French Immortals Series,33.6,50,4001
Essentials of prayer,70.1,80,73271
"The Great Conspiracy, Volume 7",48.3,54,7139
The Hallam Succession,80.6,86,6806
"Henry VI, Part 2",86.9,159,2255
The Purcell Papers: Index and Contents of the Three Volumes,71.6,90,25584
"Eventful Narratives
The Thirteenth Book of the Faith Promoting Series. Designed for the Instruction and Encouragement of Young Latter-day Saints",75.2,44,49401
A Search For A Secret: A Novel. Vol. 2,72.6,47,35265
Famous European Artists,64,146,39380
"The Festival of Spring, from the Díván of Jeláleddín
Rendered in English Gazels after Rückert's Versions, with an Introduction and a Criticism of the Rubáiyát of Omar Khayyám",68.4,142,57068
"Diary of Richard Cocks, Volume 1
Cape-Merchant in the English Factory in Japan, 1615-1622, with Correspondence",77.5,150,46803
"Mary Tudor, Queen of France",74.9,236,48184
Miscellaneous Writings and Speeches — Volume 4,66.2,612,2170
"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 16",59,317,30990
The Two Destinies,81.2,119,1624
"The South American Republics, Part 2 of 2",43,94,37950
"The Journal of Lieut. John L. Hardenbergh of the Second New York Continental Regiment from May 1 to October 3, 1779, in General Sullivan's Campaign Against the Western Indians
With an Introduction, Copious Historical Notes, and Maps of the Battle-field of Newtown and Groveland Ambuscade",68.6,81,32733
"The Mother's Dream, and Other Poems",81.4,48,44444
Stories of the East,77.5,93,60239
"Buried Cities: Pompeii, Olympia, Mycenae (Complete)",93.4,364,9628
"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 346, December 13, 1828",63.7,48,11408
The forty-five guardsmen,81.8,161,13626
The Old Man of the Mountain,80.6,116,40751
"St. Nicholas Vol XIII. No. 8 June 1886
An Illustrated Magazine for Young Folks",77.6,222,39846
A History of English Romanticism in the Eighteenth Century,56.6,211,15447
The Gray Phantom,73.6,84,37913
"Chambers's Journal of Popular Literature, Science, and Art, No. 717, September 22, 1877",67,53,49781
Bessy Rane: A Novel,83.2,75,58288
Overland: A Novel,80.4,71,12335
"A Catalogue of Sculpture in the Department of Greek and Roman Antiquities, British Museum, Volume 1 (of 2)",74.4,115,37558
The Memoirs of Madame Vigée Lebrun,69.5,241,31934
Influenza,40.6,86,60087
"The Penitent Boy; or, Sin Brings Sorrow",84.3,62,43918
Tom Gerrard,77.9,76,24270
"Beechenbrook
A Rhyme of the War",70.6,68,16480
Strife: A Drama in Three Acts,86.7,428,2908
"""Around the Circle"": One Thousand Miles Through the Rocky Mountains",66.3,60,67539
On the Eve of Redemption,52.7,91,63689
The Confession of a Child of the Century,76.6,68,9869
The Lovely Lady,75.6,83,20359
Memoir of the Life of John Quincy Adams.,52.7,121,20256
The Red Lottery Ticket,80.3,59,40491
"Punchinello, Volume 1, No. 01, April 2, 1870",71.7,122,11177
The Broken Thread,72.5,65,41459
Roaming Through the West Indies,61,128,58289
"The Atlantic Monthly, Volume 03, No. 19, May, 1859
A Magazine of Literature, Art, and Politics",65.7,42,11727
"Remedia Amoris; or, The Remedy of Love
Literally Translated into English Prose, with Copious Notes",80.1,234,47678
"The Story of the Great Fire in St. John, N.B., June 20th, 1877",70.2,439,39260
The World Masters,73.6,101,38028
Riders of the Purple Sage,83.2,718,1300
Remarks on Clarissa (1749),47.9,66,27744
Bunny Brown and His Sister Sue and Their Shetland Pony,93,80,19565
The queen's necklace,83,137,20122
"Slavery in Pennsylvania
A Dissertation Submitted to the Board of University Studies of the Johns Hopkins University in Conformity with the Requirements for the Degree of Doctor of Philosophy, 1910",73.3,63,44579
Public School Domestic Science,73.7,155,18097
"The works of the Rev. John Wesley, Vol. 02 (of 32)",73.7,79,63452
Against This Age,66.2,72,60044
"The Russian Garland, Being Russian Folk Tales",79.1,99,30109
By Forest Ways in New Zealand,64.8,140,46161
The Next of Kin: Those who Wait and Wonder,75.8,111,16552
"Harper's Round Table, October 27, 1896",70.9,39,59491
"History of the Girondists, Volume I
Personal Memoirs of the Patriots of the French Revolution",56.6,104,18094
"Life of Beethoven
Including his correspondence with his friends, numerous characteristic traits, and remarks on his musical works",65,274,39093
"Paris, From the Earliest Period to the Present Day; Volume 2",48.7,74,32888
"Northern Nut Growers Association, Report of the Proceedings at the Third Annual Meeting
Lancaster, Pennsylvania, December 18 and 19, 1912",71.4,109,23656
"Sketches New and Old, Part 3.",64.8,55,5838
The Mucker,79.2,258,331
"The Scrap Book, Volume 1, No. 6
August 1906",68.9,71,32123
Stepping Heavenward,79.4,116,2515
"Old New Zealand: A Tale of the Good Old Times
And a History of the War in the North against the Chief Heke, in the Year 1845",69.2,97,39361
Gleaner Tales,76.7,51,66150
An Accursed Race,58.1,139,2531
She Knew He Was Coming,96.2,69,33934
The Secrets of the German War Office,70.9,75,6948
Back home,80.2,65,73567
Indian Tales,79.1,364,8649
The Ordeal of Elizabeth,81.1,44,40495
"Harriet, the Moses of Her People",72.1,191,9999
Greville Fane,65.5,110,2719
The Crimson Conquest: A Romance of Pizarro and Peru,73.9,67,52920
Home Life of Great Authors,62.6,105,31133
"Destruction and Reconstruction:
Personal Experiences of the Late War",65,325,23747
The Confessions of Harry Lorrequer — Volume 4,53.7,63,5237
"Notes and Queries, Number 65, January 25, 1851",69.1,67,15641
Brahms and some of his works,57.8,76,49127
The Factors of Organic Evolution,39.9,69,52801
"Junius Unmasked
Or, Thomas Paine the author of the Letters of Junius and the Declaration of Independence",67.6,175,33107
Celtic Folk and Fairy Tales,85.1,320,35862
"The Physical Life of Woman: Advice to the Maiden, Wife and Mother",58.3,195,24001
The Other Fellow,77.5,117,37148
A Voyage to the Arctic in the Whaler Aurora,76,72,51910
"Scientific American Supplement, No. 288, July 9, 1881",56.4,100,8391
Five Natural Hybrid Combinations in Minnows (Cyprinidae),64.9,81,35838
Adrift on an Ice-Pan,71.9,116,19044
The White Rose of Memphis,76.7,97,41134
Journal of a tour in Marocco and the Great Atlas,59.7,95,70700
"History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1600-02",48.1,92,4874
Homo Sum — Volume 01,72.9,61,5494
"A Letter to John Wilkes, Esq; Sheriff of London and Middlesex
In Which the Extortion and Oppression of Sheriffs Officers, With Many Other Alarming Abuses, Are Exemplified and Detected; and a Remedy Proposed",45.4,39,59984
"Angels' Shoes, and Other Stories",91.3,59,59197
Extraction of the Teeth,55.9,86,52720
The Abandoned of Yan,85.9,46,61355
Leprosy : $b in its clinical & pathological aspects,58.8,62,71312
My Own Affairs,68.5,121,43086
"Birds and All Nature, Vol. 3, No. 3, March 1898
Illustrated by Color Photography",78.6,62,47602
A Cabinet Secret,78.1,92,36892
The Life of Napoleon I (Volume 2 of 2),66.9,79,14290
"The Life or Legend of Gaudama, the Buddha of the Burmese (Volume I)",56,108,34578
The Relief of Chitral,58,106,47611
Modern English Books of Power,67.3,128,19222
"""A Most Unholy Trade,"" Being Letters on the Drama by Henry James",70.2,96,65683
Rivers of Ice,73.7,71,21698
"In an Unknown Prison Land
An account of convicts and colonists in New Caledonia with jottings out and home",64.2,65,60960
Copyright Renewals 1959,54,30,6419
The Man With the Golden Eyes,87.2,115,66802
Poems on Slavery,79.2,345,44398
"Studies and Essays: Quality, and Others",74.4,60,2904
Leibniz's New Essays Concerning the Human Understanding: A Critical Exposition,46.7,622,40957
The French Twins,78.9,73,4091
The Animated Pinup,85.9,46,32345
"Scrap Book of Mormon Literature (Vol. 1 of 2)
Religious Tracts",64.1,93,60056
"Jason, Son of Jason",79.3,43,67655
Housekeeping in Old Virginia,84.9,185,42450
"Marriage with a deceased wife's sister
Leviticus XVIII. 18, considered in connection with the Law of the Levirate",58.4,142,48892
Destiny times three,71.7,137,70761
The Inner Consciousness: How to Awaken and Direct It,64.6,84,41319
"The Crushed Flower, and Other Stories",81.8,224,5779
The Serf,80.2,183,41829
The Poetical Works of William Wordsworth — Volume 3 (of 8),68,768,12383
Gunman's Reckoning,83.2,221,10066
Sewage and sewerage of farm homes [1928],58.1,62,63131
Seeing France with Uncle John,88.4,52,35574
Essays on the Greek Romances,66.6,125,47022
On the Frontier,70,70,2574
Lyrics & Legends of Christmas-Tide,86.1,64,67022
Automata Old and New,65.7,90,55817
Joyzelle,91.3,56,47486
Vacation Camping for Girls,75.3,50,55110
Project Hush,74.4,122,32654
"What the ""Boys"" Did Over There
By ""Themselves""",76.7,90,47856
"The Secret Doctrine, Vol. 3 of 4
The Synthesis of Science, Religion, and Philosophy",54.8,997,56880
Barty Crusoe and His Man Saturday,89.7,48,40764
Strange Stories of the Great Valley: The Adventures of a Boy Pioneer,81.5,64,48291
"Text Book of Biology, Part 1: Vertebrata",61.7,135,21781
"Niobe, All Smiles: A Farcical Comedy in Three Acts",86.8,31,46226
Going West,81.1,52,60395
Preserving Louisiana's Legacy: Everyone Can Help,53.5,90,62235
Plays of Near & Far,87.7,66,19393
The Inventions of the Idiot,71.5,62,33623
"Fiends, Ghosts, and Sprites
Including an Account of the Origin and Nature of Belief in the Supernatural",49.1,153,40616
The further adventures of Zorro,84.3,160,72159
Sixes and Sevens,81.5,289,2851
"Appletons' Popular Science Monthly, April 1899
Volume LIV, No. 6, April 1899",56,74,44544
The Seven Periods of English Architecture Defined and Illustrated,45.8,84,38879
The Principal Speeches and Addresses of His Royal Highness the Prince Consort,43.9,123,61205
Victorious life studies,75.2,59,70709
"The Healthy Life, Vol. V, Nos. 24-28
The Independent Health Magazine",67.8,250,17682
The Story of Tim,77.8,39,28770
Margery (Gred): A Tale Of Old Nuremberg — Volume 06,71.9,46,5557
Sweet Clover: A Romance of the White City,82.3,62,54490
"Mission Work among the Negroes and the Indians:
What Is Being Accomplished by Means of the Annual Collection Taken Up for Our Missions",70.5,51,66562
"Fables of Infidelity and Facts of Faith
Being an Examination of the Evidences of Infidelity",52.5,118,19566
Songs of love and empire,75.3,56,50162
Epics and Romances of the Middle Ages,77.2,134,46923
"The Silversmith in Eighteenth-Century Williamsburg
An Account of His Life & Times, & of His Craft",60.2,170,58066
The Search After Hapiness [sic]: A Tale,52.9,65,54254
The Philosophy of Spinoza,54.2,395,31205
Three Years' War,65.7,119,18794
"Be Courteous, or, Religion, the True Refiner",74.5,53,9402
"Hindoo Tales; Or, the Adventures of Ten Princes",68.5,103,11738
Fairy Legends and Traditions of the South of Ireland,69.5,329,39752
"The Speaker, No. 5: Volume II, Issue 1
December, 1906.",79.7,123,28498
Throckmorton: A Novel,70.8,60,36829
Mr. Blake's Walking-Stick: A Christmas Story for Boys and Girls,90.6,95,52935
Once upon a time animal stories,89.7,260,72063
"Prairie Farmer, Vol. 56: No. 3, January 19, 1884.
A Weekly Journal for the Farm, Orchard and Fireside",69.2,474,22040
"Railroad building, and other stories",89.8,65,71478
The Animals' Rebellion,80.5,56,17068
"Mr. Durant of Salt Lake City, ""That Mormon""",63.5,49,56685
Anderby Wold,84.2,92,74443
Katia,75.6,103,44266
The Expendables,76.3,102,61171
A Cruel Enigma,62.4,66,65620
The Rod and Gun Club,76.9,61,60838
"Letters to His Son, 1753-54
On the Fine Art of Becoming a Man of the World and a Gentleman",57,44,3357
The Curved Blades,83,182,45622
Archie's Mistake,90.3,52,20809
The Star of Gettysburg: A Story of Southern High Tide,80.2,87,3811
"The Story of the Great War, Volume 2
History of the European War from Official Sources",64.5,2147,29270
"The Child at Home: The Principles of Filial Duty, Familiarly Illustrated",79.3,65,18533
Graham's Magazine Vol XXXII.  No. 5.  May 1848,64.8,210,29262
"Kaipara; or, experiences of a settler in North New Zealand",62.4,54,64112
"The Apple-Tree Table, and Other Sketches",69.6,220,53861
"Humpback Whales in Glacier Bay National Monument, Alaska",42.9,94,37101
Gray Days and Gold in England and Scotland,63,83,56429
"Alice, or the Mysteries — Book 07",68.2,44,9769
"""War to the Knife;"" or, Tangata Maori",69.9,62,53358
Special Method in Primary Reading and Oral Work with Stories,71,62,33923
Newcom Tavern,58.4,58,64864
"Fur Farming
A book of Information about Fur Bearing Animals, Enclosures, Habits, Care, etc.",65.9,83,33830
"Monica: A Novel, Volume 3 (of 3)",82,52,54942
The First Church's Christmas barrel,83.9,61,70294
History of Australia and New Zealand from 1606 to 1890,61.2,306,25828
A Little Preserving Book for a Little Girl,74.4,79,44848
The Architecture of Provence and the Riviera,65.3,87,58284
Political Application,76.3,47,31755
"Practical Forestry in the Pacific Northwest
Protecting Existing Forests and Growing New Ones, from the Standpoint of the Public and That of the Lumberman, with an Outline of Technical Methods",55.9,57,18680
"How to Become a Public Speaker
Showing the best manner of arranging thought so as to gain
conciseness, ease and fluency in speech",56.8,85,53869
"I, Executioner",84.6,84,61335
"The symbolism of Freemasonry : $b Illustrating and explaining its science and philosophy, its legends, myths and symbols",51.1,887,11937
Sewage Disposal Works: Their Design and Construction,52.2,87,56735
"Uncle Wiggily's silk hat : $b or, A tall silk hat may be stylish and also useful; and How Uncle Wiggily brought home company without telling Nurse Jane; also How Uncle Wiggily tried to make salt water taffy",85.4,82,72607
"Beacon Lights of History, Volume 06: Renaissance and Reformation",52,83,10532
"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 361, Supplementary Issue (1829)",62.7,63,13578
The city of the discreet,82.8,75,56324
"Buffon's Natural History. Volume 04 (of 10)
Containing a Theory of the Earth, a General History of Man, of the Brute Creation, and of Vegetables, Minerals, &c. &c",55.1,77,45729
The World's Greatest Military Spies and Secret Service Agents,68,99,56345
"The Angel of Thought and Other Poems
Impressions from Old Masters",60.9,70,27275
"Beacon Lights of History, Volume 08: Great Rulers",55.3,78,10627
The Hated Son,73.5,90,1455
Lord Tony's Wife: An Adventure of the Scarlet Pimpernel,78,154,35117
Handbook of German Idioms,99.2,156,58970
Preface to a Dictionary of the English Language,35.4,208,5430
"Ancient Pottery of the Mississippi Valley
Fourth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1882-83, Government Printing Office, Washington, 1886, pages 361-436",62.8,71,31907
Among the Lindens,83.2,61,65290
"The Girl's Own Paper, Vol. VIII, No. 373, February 19, 1887",65,42,66425
"Weymouth New Testament in Modern Speech, Jude",54.1,44,8853
"Voltaire's history of Charles XII, king of Sweden",60.2,171,73122
"A History of Magic and Experimental Science, Volume 2 (of 2)
During the First Thirteen Centuries of Our Era",59.8,229,67330
Roy Blakeley's Motor Caravan,90.8,36,44172
You Too Can Be A Millionaire,85.7,119,32907
Dr. Jonathan,85.3,91,5397
The three taps : $b A detective story without a moral,80.7,115,73198
The Lake of Lucerne,47.3,62,45642
"Narrative of Services in the Liberation of Chili, Peru and Brazil,
from Spanish and Portuguese Domination, Volume 1",41.2,74,14914
The Castlecourt Diamond Mystery,79.5,76,64934
The Valleys of Tirol: Their traditions and customs and how to visit them,60.9,156,43614
Essays of Michel de Montaigne — Volume 16,48.5,48,3596
Diary of Samuel Pepys — Volume 61: January 1667-68,64.2,55,4185
"Historic Tales: The Romance of Reality. Vol. 08 (of 15), Russian",66.5,131,25625
Septimus,83.5,103,14395
"Green Fields and Running Brooks, and Other Poems",81.1,253,15079
"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894",76,170,387
"The Treaties of Canada with the Indians of Manitoba and the North-West Territories
Including the Negotiations on Which They Were Based, and Other Information Relating Thereto",59.5,199,7126
Riding for Ladies,59.6,132,39610
Clergymen and Doctors: Curious Facts and Characteristic Sketches.,66.8,96,48343
"The Life Of Thomas Paine, Vol. 1. (of 2)
With A History of His Literary, Political and Religious Career in America France, and England; to which is added a Sketch of Paine by William Cobbett",56.5,131,37701
The Beautiful Eyes of Ysidria,67,81,18660
Dr. Hardhack's Prescription: A Play for Children in Four Acts,76.2,49,36195
The Statesmen Snowbound,81,63,19966
Sure Pop and the Safety Scouts,89.6,52,29260
"Chambers's Journal of Popular Literature, Science, and Art, No. 683
January 27, 1877",61.7,84,46811
"Scientific American Supplement, No. 488, May 9, 1885",54.7,98,27662
A Bilateral Division of the Parietal Bone in a Chimpanzee; with a Special Reference to the Oblique Sutures in the Parietal,58.8,114,34101
Harebell's friend,93.5,80,72970
Father Thames,60.9,74,67124
"Harper's Young People, September 26, 1882
An Illustrated Weekly",77.5,52,59632
"A Romany of the Snows, Complete
Being a Continuation of the Personal Histories of ""Pierre and His People"" and the Last Existing Records of Pretty Pierre",89.9,79,6185
A Reading Book in Irish History,74.5,85,33439
"Only one love : $b or, Who was the heir",83.2,67,35523
The Vultures,82,116,3805
New History of the Life and Adventures of Tom Thumb,76.3,51,58714
Miss Caprice,80,104,15979
The Playwork Book,69.5,63,46108
Pollyanna,83.9,2023,1450
The Monster Maker,87.2,165,62569
"Washington, its sights and insights [1909]",59.6,55,52202
The Tigress,86,163,37236
All the Way to Fairyland: Fairy Stories,76.5,111,30400
Brought Forward,66.2,61,47930
Alfred Tennyson,64.5,135,3654
Flower Fables,74.6,298,163
Modern Religious Cults and Movements,53.6,125,19051
Napoleon and Blücher: An Historical Novel,78.4,71,3801
"Sketches of Church History, from A.D. 33 to the Reformation",69.8,111,32483
"Totem and Taboo
Resemblances Between the Psychic Lives of Savages and Neurotics",53.2,1165,41214
Ridgeway: An Historical Romance of the Fenian Invasion of Canada,48.1,103,9476
"The Oxford Movement; Twelve Years, 1833-1845",53.8,59,12092
"A History of the British Army, Vol. 1
First Part—to the Close of the Seven Years' War",61.4,85,55968
"Description of a New Vespertilionine Bat from Yucatan
Author's Edition, extracted from Bulletin of the American Museum of Natural History, Vol. IX, September 28, 1897",67.2,89,26512
Correspondence of Wagner and Liszt — Volume 1,66.6,115,3835
Four Months Besieged: The Story of Ladysmith,57,64,16466
The Complete Works of Artemus Ward — Part 4: To California and Return,78.4,52,3274
African Camp Fires,70.9,142,14451
Muskrat City,75.4,78,34524
"A July Holiday in Saxony, Bohemia, and Silesia",62.1,61,42539
Unc' Edinburg: A Plantation Echo,84.3,81,34016
"Tractor Principles
The Action, Mechanism, Handling, Care, Maintenance and Repair of the Gas Engine Tractor",61.2,93,67569
"Sentiment, Inc.",77,92,37653
"Vaccination a Delusion: Its Penal Enforcement a Crime
Proved by the Official Evidence in the Reports of the Royal Commission",46.2,103,58918
"More About Teddy B. and Teddy G., the Roosevelt Bears
Being Volume Two Depicting Their Further Travels and Adventures",75,114,65424
"Fifteen Years Among the Top-Knots; Or, Life in Korea",60.7,181,50609
The Early History of English Poor Relief,68.7,85,59129
"The Best of the World's Classics,  Restricted to prose. Volume III (of X) - Great Britain and Ireland I",64.6,100,21679
Dr. Heidenhoff's Process,77.9,77,7052
The Younger Set,71.8,151,14852
The Rubaiyat of Omar Cayenne,73.6,51,28184
"The Trial of Henry Hetherington, on an Indictment for Blasphemy",53.2,101,39055
The expendables,74.7,143,70235
"The life and times of George Villiers, duke of Buckingham, Volume 1 (of 3)
From original and authentic sources",61.7,149,54286
My robot,89.5,87,73577
The Life and Death of Doctor Faustus Made into a Farce,83,202,37422
"The Satires of Juvenal, Persius, Sulpicia, and Lucilius
Literally translated into English prose, with notes, chronological tables, arguments, &c.",69.5,694,50657
"Stories of Symphonic Music
A Guide to the Meaning of Important Symphonies, Overtures, and Tone-poems from Beethoven to the Present Day",68.6,161,57063
The Prosperity of Humankind,33.3,91,19283
"A Book of the United States
Exhibiting its geography, divisions, constitution, and government ... and presenting a view of the republic generally, and of the individual states; together with a condensed history of the land, from its first discovery to the present time. The biography of about two hundred of the leading men: a description of the principal cities and towns; with statistical tables",53.6,101,58447
A Quantitative Study of the Nocturnal Migration of Birds,58.3,82,37894
Our Schools in War Time—and After,52.8,50,46365
The Writings of Samuel Adams - Volume 4,55.9,91,2094
"The works of Richard Hurd, volume 5 (of 8)",54.4,46,54539
The Judge,76.6,143,16125
Sparrows: The Story of an Unprotected Girl,81.3,97,4345
Painting by Immersion and by Compressed Air: A Practical Handbook,59.8,74,57562
The Translations of Beowulf: A Critical Bibliography,63.2,349,25942
"Roumanian Stories, Translated from the Original Roumanian",81,83,38991
"The Variation of Animals and Plants Under Domestication, Volume II (of 2)",61.7,78,28897
"A Proposal for the Better Supplying of Churches in Our Foreign Plantations, and for Converting the Savage Americans to Christianity, By a College to Be Erected in the Summer Islands, Otherwise Called the Isles of Bermuda",43,98,31848
"The Ancient Church: Its History, Doctrine, Worship, and Constitution",55.6,108,16700
Cross Roads,79.8,79,2487
"The Tales of Mother Goose
As First Collected by Charles Perrault in 1696",80.5,647,17208
Miss Mackenzie,77.5,154,24000
Open That Door!,63.3,77,45959
V. V.'s Eyes,81.3,184,13985
Helps and hints for Hallowe'en,82.4,62,68984
New Latin Grammar,69,856,15665
Seven Little Australians,78.7,282,4731
